
OccupationCode|Skill
39-1022.00|Systems Evaluation
43-5051.00|Troubleshooting
43-9041.00|Operations Analysis
51-9198.00|Writing
53-3011.00|Social Perceptiveness
27-3091.00|Monitoring
29-1022.00|Operation and Control
29-1141.02|Persuasion
41-2031.00|Troubleshooting
41-9031.00|Operations Analysis
53-7062.04|Judgment and Decision Making
51-4034.00|Active Learning
25-1042.00|Management of Material Resources
33-2021.00|Systems Evaluation
43-6014.00|Programming
49-9021.00|Complex Problem Solving
49-9071.00|Service Orientation
29-1216.00|Programming
47-5044.00|Systems Evaluation
49-2094.00|Repairing
51-8021.00|Social Perceptiveness
13-2061.00|Time Management
17-3029.01|Social Perceptiveness
39-3011.00|Coordination
41-9021.00|Systems Analysis
43-3041.00|Reading Comprehension
43-9021.00|Technology Design
45-2041.00|Complex Problem Solving
53-7051.00|Learning Strategies
11-9199.01|Learning Strategies
13-1041.01|Coordination
13-1151.00|Negotiation
25-1032.00|Service Orientation
29-1141.03|Social Perceptiveness
51-2092.00|Active Listening
51-4031.00|Installation
51-5111.00|Systems Analysis
51-6064.00|Reading Comprehension
51-9111.00|Systems Analysis
51-9195.04|Reading Comprehension
53-6031.00|Technology Design
53-7061.00|Complex Problem Solving
13-1041.03|Service Orientation
21-2021.00|Learning Strategies
25-1031.00|Coordination
33-3012.00|Science
15-2021.00|Writing
17-1022.01|Social Perceptiveness
47-2171.00|Technology Design
47-4011.01|Complex Problem Solving
47-5022.00|Service Orientation
49-2097.00|Quality Control Analysis
49-3091.00|Time Management
11-1011.03|Learning Strategies
15-1299.09|Negotiation
17-1021.00|Mathematics
17-3011.00|Judgment and Decision Making
17-3027.01|Management of Material Resources
27-1023.00|Writing
27-2023.00|Social Perceptiveness
51-4032.00|Time Management
11-9179.01|Operations Monitoring
19-2099.01|Learning Strategies
21-1012.00|Instructing
29-2099.08|Critical Thinking
31-2012.00|Management of Financial Resources
43-9022.00|Systems Analysis
45-2091.00|Reading Comprehension
51-6093.00|Repairing
53-5031.00|Instructing
53-7031.00|Active Learning
11-9179.02|Active Learning
13-1161.01|Writing
19-3011.00|Complex Problem Solving
19-3093.00|Service Orientation
21-1094.00|Operations Monitoring
49-2096.00|Active Listening
51-9083.00|Technology Design
51-9195.03|Complex Problem Solving
11-1021.00|Complex Problem Solving
11-3031.03|Service Orientation
15-1299.08|Judgment and Decision Making
17-3012.00|Negotiation
25-1082.00|Writing
33-9032.00|Active Listening
39-5011.00|Quality Control Analysis
39-9032.00|Time Management
47-2152.00|Instructing
49-9011.00|Management of Financial Resources
53-3011.00|Reading Comprehension
17-3013.00|Active Learning
25-1031.00|Mathematics
29-1161.00|Science
49-2095.00|Speaking
53-5022.00|Equipment Selection
11-9032.00|Systems Analysis
15-1243.00|Monitoring
15-2051.01|Quality Control Analysis
19-4012.01|Reading Comprehension
27-1012.00|Time Management
29-2052.00|Instructing
31-2011.00|Judgment and Decision Making
39-4021.00|Negotiation
41-3011.00|Operations Monitoring
47-2011.00|Active Learning
51-9071.00|Equipment Selection
11-3012.00|Coordination
13-1141.00|Systems Analysis
17-3024.01|Quality Control Analysis
29-2012.00|Active Learning
39-3011.00|Mathematics
47-3016.00|Judgment and Decision Making
51-8092.00|Science
19-1011.00|Science
25-1071.00|Systems Analysis
49-3043.00|Persuasion
51-8099.01|Programming
53-1042.00|Systems Evaluation
33-3021.06|Instructing
25-1042.00|Instructing
33-1012.00|Active Learning
51-7041.00|Quality Control Analysis
47-2151.00|Equipment Selection
51-4021.00|Persuasion
51-9081.00|Monitoring
11-9131.00|Systems Evaluation
19-1031.00|Speaking
19-4099.01|Repairing
39-2011.00|Complex Problem Solving
41-9041.00|Learning Strategies
51-4111.00|Coordination
51-4194.00|Management of Material Resources
51-9012.00|Operation and Control
21-1022.00|Systems Evaluation
37-2011.00|Service Orientation
43-6013.00|Monitoring
51-6011.00|Learning Strategies
25-1192.00|Systems Evaluation
35-1011.00|Repairing
37-1012.00|Coordination
51-4052.00|Operation and Control
51-7042.00|Operations Analysis
51-9192.00|Management of Personnel Resources
19-1042.00|Monitoring
19-4051.02|Time Management
27-1027.00|Active Listening
29-1023.00|Technology Design
39-1022.00|Learning Strategies
49-9052.00|Coordination
49-9071.00|Management of Material Resources
11-9041.00|Speaking
17-2121.00|Monitoring
25-1066.00|Time Management
29-1229.04|Judgment and Decision Making
29-2053.00|Critical Thinking
43-6014.00|Management of Material Resources
47-2231.00|Persuasion
49-9095.00|Learning Strategies
51-9082.00|Management of Material Resources
17-2061.00|Operation and Control
25-1061.00|Technology Design
25-1122.00|Quality Control Analysis
31-9096.00|Coordination
33-2022.00|Complex Problem Solving
45-1011.00|Judgment and Decision Making
47-2132.00|Speaking
51-8093.00|Troubleshooting
53-2022.00|Critical Thinking
17-2031.00|Science
25-1021.00|Complex Problem Solving
31-9097.00|Service Orientation
35-9021.00|Writing
39-5012.00|Time Management
47-4091.00|Coordination
49-3051.00|Social Perceptiveness
51-4034.00|Troubleshooting
53-6051.01|Persuasion
11-9141.00|Persuasion
13-1022.00|Coordination
13-1111.00|Time Management
19-3099.01|Critical Thinking
19-4099.03|Speaking
27-4031.00|Judgment and Decision Making
29-1122.01|Active Learning
39-4011.00|Technology Design
41-9011.00|Management of Material Resources
49-9043.00|Writing
39-5092.00|Technology Design
47-2042.00|Active Listening
11-1011.00|Persuasion
15-1221.00|Programming
17-1021.00|Critical Thinking
17-2041.00|Troubleshooting
27-1014.00|Technology Design
29-2034.00|Active Listening
31-9092.00|Writing
41-4011.07|Learning Strategies
13-1021.00|Programming
17-2051.02|Reading Comprehension
19-1029.03|Monitoring
29-2035.00|Complex Problem Solving
47-1011.03|Operations Monitoring
47-4041.00|Writing
49-3092.00|Management of Personnel Resources
51-4192.00|Learning Strategies
51-8013.00|Systems Evaluation
51-9031.00|Monitoring
11-3031.01|Operations Monitoring
27-3011.00|Reading Comprehension
29-1141.01|Critical Thinking
53-7041.00|Persuasion
17-2111.00|Programming
17-3026.00|Management of Financial Resources
25-1194.00|Quality Control Analysis
29-2031.00|Service Orientation
37-2021.00|Learning Strategies
51-4023.00|Operations Analysis
13-2041.00|Systems Evaluation
17-2111.02|Speaking
29-1129.01|Management of Financial Resources
29-2057.00|Mathematics
43-4151.00|Active Listening
45-2093.00|Writing
51-4081.00|Programming
53-7021.00|Management of Personnel Resources
11-9179.01|Management of Personnel Resources
17-1012.00|Systems Evaluation
19-4013.00|Mathematics
29-1024.00|Judgment and Decision Making
29-1127.00|Active Listening
33-1011.00|Operations Monitoring
47-5032.00|Service Orientation
11-9179.02|Troubleshooting
13-2052.00|Quality Control Analysis
17-2081.00|Monitoring
17-3024.00|Active Listening
19-1022.00|Reading Comprehension
21-2011.00|Persuasion
27-2012.05|Systems Evaluation
41-3031.00|Coordination
43-3071.00|Judgment and Decision Making
43-4171.00|Active Learning
47-3015.00|Management of Personnel Resources
47-5013.00|Operations Monitoring
51-9032.00|Programming
13-2053.00|Operations Analysis
17-3027.00|Science
19-4051.00|Reading Comprehension
27-2012.00|Management of Financial Resources
29-2033.00|Instructing
33-3051.04|Mathematics
43-4121.00|Service Orientation
47-4011.00|Social Perceptiveness
53-7051.00|Social Perceptiveness
11-3051.00|Coordination
25-1053.00|Mathematics
29-1124.00|Service Orientation
49-3052.00|Operations Analysis
29-1229.06|Social Perceptiveness
29-2099.08|Technology Design
47-2131.00|Management of Material Resources
49-2093.00|Monitoring
51-2023.00|Mathematics
53-4041.00|Management of Material Resources
15-1241.01|Equipment Selection
29-1021.00|Time Management
33-2011.00|Instructing
37-3011.00|Operations Monitoring
39-3093.00|Mathematics
45-2021.00|Social Perceptiveness
47-2022.00|Service Orientation
49-2011.00|Speaking
53-2012.00|Science
11-1011.03|Social Perceptiveness
21-1091.00|Operations Analysis
49-3053.00|Equipment Maintenance
11-9161.00|Operations Analysis
19-1029.02|Systems Analysis
19-1032.00|Equipment Selection
19-3094.00|Science
53-4031.00|Monitoring
11-9033.00|Monitoring
19-4092.00|Systems Analysis
33-9031.00|Negotiation
43-3021.00|Social Perceptiveness
43-6012.00|Learning Strategies
51-2011.00|Speaking
51-9071.06|Learning Strategies
25-1063.00|Negotiation
25-3011.00|Instructing
47-2121.00|Monitoring
47-3013.00|Equipment Maintenance
51-4191.00|Equipment Selection
19-2041.03|Active Listening
27-3043.00|Critical Thinking
35-3041.00|Service Orientation
47-2171.00|Equipment Maintenance
47-5043.00|Writing
51-9151.00|Monitoring
17-2011.00|Management of Financial Resources
17-2112.00|Operation and Control
25-1072.00|Quality Control Analysis
29-2033.00|Writing
31-9093.00|Active Listening
41-4012.00|Complex Problem Solving
45-4011.00|Social Perceptiveness
51-6021.00|Monitoring
53-2021.00|Troubleshooting
11-9179.02|Systems Evaluation
13-2052.00|Programming
17-2081.00|Critical Thinking
19-1022.00|Speaking
21-1093.00|Active Listening
27-3041.00|Complex Problem Solving
47-2041.00|Writing
51-4121.00|Operation and Control
29-1024.00|Active Listening
29-1031.00|Social Perceptiveness
33-1011.00|Complex Problem Solving
47-2072.00|Speaking
47-4021.00|Service Orientation
49-2022.00|Management of Material Resources
49-2097.00|Management of Personnel Resources
51-8013.00|Troubleshooting
51-9022.00|Equipment Selection
17-2171.00|Monitoring
23-1021.00|Complex Problem Solving
27-3092.00|Operation and Control
29-1222.00|Judgment and Decision Making
31-9011.00|Service Orientation
43-4011.00|Social Perceptiveness
49-3023.00|Equipment Maintenance
51-6093.00|Operations Analysis
15-1212.00|Critical Thinking
15-1299.09|Quality Control Analysis
17-1022.00|Programming
19-4051.00|Speaking
25-2011.00|Management of Financial Resources
33-1021.00|Mathematics
43-4141.00|Writing
43-4151.00|Coordination
43-9041.00|Judgment and Decision Making
11-3131.00|Speaking
13-1199.04|Management of Personnel Resources
15-1232.00|Operation and Control
17-1011.00|Science
19-2043.00|Systems Evaluation
25-2058.00|Critical Thinking
27-1021.00|Quality Control Analysis
29-1291.00|Active Listening
37-3011.00|Complex Problem Solving
43-5051.00|Learning Strategies
49-9031.00|Service Orientation
51-8021.00|Coordination
53-4013.00|Equipment Selection
11-9199.02|Coordination
17-1012.00|Troubleshooting
19-1012.00|Instructing
27-1022.00|Operations Analysis
29-2035.00|Operations Monitoring
39-3031.00|Negotiation
49-9011.00|Persuasion
53-2031.00|Programming
53-7021.00|Quality Control Analysis
15-2011.00|Operations Analysis
25-4022.00|Negotiation
37-3013.00|Mathematics
47-2043.00|Operations Monitoring
47-2082.00|Equipment Selection
11-3051.06|Operations Monitoring
13-1161.00|Operations Analysis
17-2161.00|Systems Analysis
25-2058.00|Mathematics
27-3091.00|Reading Comprehension
29-2081.00|Instructing
43-5041.00|Equipment Selection
47-2044.00|Active Learning
51-8013.04|Programming
19-4042.00|Instructing
43-3011.00|Negotiation
43-4141.00|Programming
43-9071.00|Management of Material Resources
53-6051.07|Monitoring
13-2072.00|Systems Evaluation
27-4032.00|Negotiation
49-2091.00|Equipment Selection
17-2111.02|Reading Comprehension
25-2022.00|Systems Evaluation
33-2022.00|Operations Monitoring
33-9021.00|Instructing
51-9051.00|Operation and Control
19-1031.00|Reading Comprehension
25-1062.00|Instructing
43-9061.00|Monitoring
19-2032.00|Systems Analysis
29-1221.00|Reading Comprehension
29-1229.05|Negotiation
49-3093.00|Systems Evaluation
41-2011.00|Coordination
43-5032.00|Active Learning
47-2051.00|Equipment Selection
49-3022.00|Operations Analysis
51-9041.00|Reading Comprehension
53-3052.00|Critical Thinking
53-6041.00|Management of Personnel Resources
11-9121.02|Management of Personnel Resources
13-1041.06|Operation and Control
17-3022.00|Science
29-1141.03|Active Learning
39-2021.00|Management of Material Resources
49-9045.00|Persuasion
49-9095.00|Speaking
51-4051.00|Coordination
19-4031.00|Equipment Selection
19-5011.00|Time Management
25-1123.00|Operations Analysis
39-2011.00|Operations Monitoring
39-4021.00|Equipment Maintenance
41-9041.00|Negotiation
45-4022.00|Service Orientation
47-4061.00|Persuasion
47-5044.00|Speaking
49-9097.00|Management of Material Resources
53-3033.00|Equipment Selection
13-2011.00|Operations Analysis
29-1299.02|Service Orientation
35-3031.00|Coordination
49-3021.00|Monitoring
51-2061.00|Equipment Maintenance
11-9111.00|Operations Analysis
19-1041.00|Systems Analysis
29-2056.00|Active Learning
35-2011.00|Time Management
47-2152.04|Monitoring
49-9021.00|Coordination
51-6011.00|Speaking
53-1041.00|Science
11-9041.01|Time Management
19-1013.00|Critical Thinking
43-9051.00|Negotiation
53-7072.00|Science
29-1223.00|Negotiation
53-6011.00|Monitoring
25-1111.00|Time Management
29-1171.00|Instructing
47-5071.00|Equipment Selection
51-6031.00|Management of Material Resources
51-9023.00|Learning Strategies
53-5031.00|Systems Analysis
13-2082.00|Programming
17-2051.00|Critical Thinking
29-1122.00|Quality Control Analysis
29-2011.02|Active Listening
31-9099.01|Writing
51-3093.00|Management of Personnel Resources
51-5111.00|Operation and Control
11-2022.00|Systems Evaluation
19-3022.00|Active Listening
19-3034.00|Persuasion
19-4012.01|Speaking
21-1012.00|Systems Analysis
27-2032.00|Learning Strategies
41-3011.00|Complex Problem Solving
47-5011.00|Writing
53-1042.00|Troubleshooting
53-7064.00|Systems Evaluation
11-9199.11|Systems Evaluation
17-3029.01|Speaking
27-1026.00|Technology Design
29-1181.00|Critical Thinking
41-2031.00|Learning Strategies
51-6092.00|Quality Control Analysis
17-3012.00|Quality Control Analysis
23-1022.00|Systems Evaluation
29-2011.01|Writing
45-4022.00|Troubleshooting
47-2221.00|Judgment and Decision Making
21-1011.00|Technology Design
25-1052.00|Speaking
51-4041.00|Programming
53-7065.00|Persuasion
11-3021.00|Writing
13-1051.00|Speaking
29-1081.00|Active Listening
41-1012.00|Programming
41-2021.00|Active Learning
49-3041.00|Management of Personnel Resources
49-9091.00|Operation and Control
51-9198.00|Persuasion
11-3051.04|Speaking
17-3011.00|Active Listening
17-3023.00|Troubleshooting
19-3033.00|Systems Evaluation
27-2023.00|Active Learning
35-2013.00|Technology Design
47-2211.00|Management of Personnel Resources
51-9196.00|Quality Control Analysis
17-2051.01|Programming
25-1113.00|Technology Design
25-2021.00|Complex Problem Solving
25-4013.00|Operation and Control
33-3012.00|Mathematics
45-3031.00|Persuasion
47-1011.00|Active Listening
47-4071.00|Social Perceptiveness
51-7031.00|Troubleshooting
17-3011.00|Critical Thinking
25-1192.00|Technology Design
27-2031.00|Instructing
29-1181.00|Active Listening
29-2099.05|Negotiation
47-2073.00|Operations Monitoring
49-2093.00|Social Perceptiveness
51-7042.00|Coordination
51-9198.00|Operation and Control
29-1141.02|Operations Monitoring
33-9091.00|Management of Material Resources
39-5093.00|Coordination
11-9021.00|Management of Personnel Resources
13-1032.00|Repairing
37-2012.00|Active Learning
43-5031.00|Operations Monitoring
47-2121.00|Social Perceptiveness
49-2097.00|Management of Material Resources
51-3023.00|Coordination
51-8013.00|Equipment Maintenance
11-9033.00|Social Perceptiveness
13-1021.00|Quality Control Analysis
13-1199.05|Troubleshooting
15-2051.02|Coordination
29-1222.00|Mathematics
31-2021.00|Technology Design
33-3041.00|Operations Monitoring
41-3031.00|Active Listening
43-4021.00|Management of Material Resources
47-2181.00|Complex Problem Solving
17-2061.00|Management of Financial Resources
17-2199.08|Systems Analysis
19-1031.02|Mathematics
21-1022.00|Technology Design
29-9092.00|Complex Problem Solving
49-2021.00|Operations Monitoring
51-9195.00|Monitoring
19-4099.01|Complex Problem Solving
33-3021.06|Writing
47-2221.00|Mathematics
27-3011.00|Active Learning
29-1299.01|Systems Analysis
29-2055.00|Operations Monitoring
35-3023.01|Technology Design
39-5011.00|Management of Material Resources
43-5061.00|Active Listening
47-2022.00|Equipment Maintenance
49-9052.00|Operations Analysis
51-2051.00|Equipment Selection
11-9121.00|Learning Strategies
17-2081.00|Time Management
39-3012.00|Persuasion
